Id,SalePrice
2704,122191.79
2705,111831.06
2706,103969.72
2707,105642.86
2708,124633.33
2709,104008.17
2710,110802.055
2711,334608.2
2712,344437.53
2713,172380.05
2714,165340.64
2715,188509.05
2716,163969.33
2717,202867.27
2718,207298.95
2719,209147.44
2720,191046.77
2721,119366.484
2722,152088.3
2723,119097.56
2724,105214.22
2725,129036.305
2726,136828.64
2727,143684.39
2728,144859.2
2729,129641.3
2730,135610.66
2731,111562.69
2732,114916.89
2733,143073.5
2734,131243.88
2735,134001.12
2736,134926.02
2737,114662.76
2738,140092.92
2739,144967.69
2740,118832.72
2741,124422.63
2742,128802.11
2743,145231.7
2744,137802.58
2745,124536.59
2746,130121.99
2747,121455.12
2748,107043.44
2749,130460.61
2750,133205.92
2751,134069.89
2752,179437.95
2753,151984.31
2754,262529.25
2755,118929.98
2756,93245.06
2757,102572.66
2758,81161.41
2759,117599.59
2760,133977.34
2761,136330.45
2762,134774.8
2763,176390.64
2764,122899.18
2765,203876.9
2766,141785.61
2767,94091.92
2768,131804.9
2769,128750.86
2770,115780.734
2771,101026.484
2772,107597.734
2773,133659.06
2774,130252.12
2775,116986.8
2776,117539.195
2777,114731.8
2778,88459.01
2779,126947.734
2780,101538.66
2781,86392.66
2782,91986.766
2783,112258.28
2784,102955.91
2785,109245.97
2786,80068.71
2787,109593.75
2788,86769.7
2789,137239.83
2790,95466.01
2791,95573.72
2792,85985.17
2793,130896.72
2794,99363.29
2795,97940.31
2796,99836.79
2797,223529.62
2798,117676.77
2799,99371.81
2800,84998.28
2801,97997.875
2802,114330.63
2803,168901.34
2804,129419.055
2805,81103.93
2806,106860.41
2807,129092.26
2808,134522.83
2809,110302.484
2810,119053.34
2811,147607.28
2812,124426.87
2813,159467.9
2814,161985.73
2815,118579.05
2816,275461.3
2817,184350.31
2818,103686.09
2819,164251.02
2820,127523.695
2821,102692.45
2822,170335.48
2823,283973.16
2824,220767.94
2825,120987.58
2826,109642.984
2827,126303.375
2828,244160.66
2829,197282.64
2830,209872.22
2831,174487.7
2832,261703.45
2833,232138.58
2834,198136.86
2835,197151.42
2836,189876.17
2837,203368.92
2838,170934.11
2839,195864.8
2840,195329.81
2841,196078.45
2842,221739.84
2843,179022.17
2844,190454.8
2845,152297.6
2846,203227.14
2847,201538.42
2848,197015.58
2849,191678.16
2850,241974.38
2851,203221.64
2852,223553.2
2853,222191.1
2854,154339.7
2855,194163.44
2856,185648.89
2857,180279.06
2858,191837.28
2859,119491.41
2860,111936.41
2861,152664.27
2862,126336.67
2863,103297.8
2864,157653.8
2865,94573.05
2866,111679.15
2867,89485.3
2868,98905.05
2869,111996.49
2870,154670.27
2871,99770.22
2872,75884.78
2873,110587.05
2874,152464.36
2875,119204.875
2876,133323.14
2877,128766.15
2878,177276.33
2879,145657.05
2880,125136.95
2881,203158.02
2882,202713.83
2883,191929.55
2884,194863.33
2885,202182.86
2886,275949.44
2887,98528.266
2888,108470.914
2889,76046.95
2890,80842.0
2891,123247.766
2892,82027.25
2893,100888.09
2894,81138.28
2895,241821.61
2896,224071.81
2897,194906.16
2898,154699.27
2899,149767.66
2900,146445.02
2901,263153.8
2902,222588.39
2903,300668.38
2904,299941.34
2905,129336.52
2906,158408.42
2907,101026.53
2908,124952.08
2909,168503.3
2910,85363.27
2911,98320.16
2912,151767.64
2913,100677.89
2914,92804.55
2915,93132.28
2916,99817.72
2917,189766.17
2918,122746.65
2919,177254.3
